Species,Date,UTM_X,UTM_Y,Sex,Wing,Culmen,Mass
OMAO,3/24/2015,259116,2193976,M,101,18.8,53.2
OMAO,4/22/2015,259116,2193976,M,101,17.3,51.4
OMAO,5/20/2015,259116,2193976,M,100,17.6,51.2
IIWI,2/16/2012,259116,2193976,F,74,25.6,17
APAP,2/23/2012,259116,2193976,M,75,NA,16.2
APAP,2/16/2012,259116,2193976,M,74,16.2,16.2
APAP,3/11/2015,259116,2193976,M,77,17,15.7
APAP,2/16/2012,259116,2193976,M,77,17.2,15.7
IIWI,2/16/2012,259116,2193976,M,84,27.8,21.2
HAAM,2/16/2012,259116,2193976,F,63,12.4,NA
HAAM,2/17/2012,259116,2193976,M,NA,14.6,13.5
IIWI,7/2/2015,259116,2193976,M,83,27.4,20.4
IIWI,3/15/2015,259116,2193976,M,79,27.4,20.4
IIWI,4/21/2014,259116,2193976,M,83,26.9,20.4
IIWI,3/3/2013,259116,2193976,M,82,27.5,20.4
IIWI,3/6/2012,259116,2193976,M,81,NA,20.4
IIWI,2/17/2012,259116,2193976,M,83,27.4,20.4
HAEL,2/26/2014,259116,2193976,M,74,13.5,NA
HAEL,2/23/2012,259116,2193976,M,74,10.6,NA
IIWI,2/23/2012,259116,2193976,F,80,24.1,17.1
APAP,2/23/2012,259116,2193976,M,74,18.2,16.5
IIWI,2/23/2012,259116,2193976,F,79,24,17.2
IIWI,2/23/2012,259116,2193976,M,76,27,NA
IIWI,3/2/2015,259116,2193976,M,80,28,18.3
IIWI,4/21/2014,259116,2193976,M,80,27,18.3
IIWI,4/6/2014,259116,2193976,M,77,26.3,18.3
IIWI,3/6/2014,259116,2193976,M,79,25.3,18.3
IIWI,2/23/2012,259116,2193976,M,79,26.1,18.3
HAAM,2/23/2012,259116,2193976,M,66,14.2,14.2
IIWI,2/23/2012,259116,2193976,M,86,27.3,21.2
APAP,2/23/2012,259116,2193976,M,73,17.1,15.2
IIWI,2/23/2012,259116,2193976,M,81,28.8,19.4
IIWI,2/24/2012,259116,2193976,F,75,24.2,15.8
IIWI,2/24/2012,259116,2193976,F,76,24,18.3
IIWI,2/24/2012,259116,2193976,F,76,23.9,16.9
APAP,3/27/2012,259116,2193976,F,73,NA,16.1
APAP,2/24/2012,259116,2193976,F,72,15.5,16.1
IIWI,3/6/2012,259116,2193976,M,74,26.1,18.6
HAEL,3/6/2012,259116,2193976,M,70,10.9,NA
IIWI,3/6/2012,259116,2193976,M,76,26,19.5
HAAM,3/6/2012,259116,2193976,M,65,13.1,14.6
IIWI,4/26/2015,259116,2193976,M,80,27.9,21.1
IIWI,3/2/2013,259116,2193976,M,79,27.3,21.1
IIWI,3/6/2012,259116,2193976,M,80,25.7,21.1
HAAM,4/10/2015,259116,2193976,F,65,14,12.8
HAAM,3/24/2015,259116,2193976,F,65,14.8,12.8
HAAM,3/15/2015,259116,2193976,F,66,15.2,12.8
HAAM,3/11/2015,259116,2193976,F,66,14.5,12.8
HAAM,3/20/2014,259116,2193976,F,65,14.7,12.8
HAAM,2/26/2014,259116,2193976,F,65,14.1,12.8
HAAM,3/6/2012,259116,2193976,F,NA,NA,12.8
HCRE,3/28/2012,259116,2193976,F,63,12,15.9
IIWI,3/28/2012,259116,2193976,M,78,26.4,NA
IIWI,3/28/2012,259116,2193976,M,82,26.6,19.7
APAP,3/28/2012,259116,2193976,M,78,17.7,15.9
IIWI,3/28/2012,259116,2193976,F,79,24.7,22.5
HCRE,3/28/2015,259116,2193976,M,65,12.9,14.2
APAP,3/28/2015,259116,2193976,M,68,17.4,14.3
APAP,3/28/2015,259116,2193976,M,76,18.2,16.1
APAP,4/7/2015,259116,2193976,M,76,17,14.5
APAP,4/10/2015,259116,2193976,M,70,17.3,14.6
HAAM,4/10/2015,259116,2193976,M,65,15.5,13.5
APAP,4/10/2015,259116,2193976,M,68,18,15.4
HAEL,4/26/2015,259116,2193976,M,76,11.2,NA
APAP,4/26/2015,259116,2193976,F,70,18.2,15.4
APAP,4/26/2015,259116,2193976,F,74,16.2,14.2
HCRE,9/4/2015,259116,2193976,F,66,13.5,NA
HCRE,4/26/2015,259116,2193976,M,65,14.1,NA
HCRE,4/19/2016,259116,2193976,F,62,13,13.8
APAP,4/26/2015,259116,2193976,M,74,18.6,15.5
APAP,4/26/2015,259116,2193976,M,73,18.6,14.4
HAAM,4/28/2015,259116,2193976,M,61,15,NA
IIWI,3/28/2015,259116,2193976,F,74,26.8,17.3
IIWI,4/26/2015,259116,2193976,M,75,24,17.7
IIWI,5/20/2015,259116,2193976,F,76,25.4,17.8
IIWI,4/26/2015,259116,2193976,F,77,25.6,17.8
IIWI,4/26/2015,259116,2193976,M,75,24.9,18.9
IIWI,4/26/2015,259116,2193976,F,68,25.5,NA
APAP,4/26/2015,259116,2193976,M,75,17.9,15.2
IIWI,4/26/2015,259116,2193976,F,74,27,16.4
IIWI,4/28/2015,259116,2193976,M,80,26.8,19.2
IIWI,3/16/2016,259116,2193976,F,77,25.6,19.9
IIWI,4/28/2015,259116,2193976,F,75,25.6,19.9
IIWI,5/23/2015,259116,2193976,F,73,25.1,19
IIWI,4/28/2015,259116,2193976,F,72,24.9,19
APAP,5/6/2015,259116,2193976,M,76,17.9,15.5
IIWI,5/6/2015,259116,2193976,M,80,28.1,18.6
IIWI,5/9/2015,259116,2193976,M,77,28.6,NA
IIWI,5/20/2015,259116,2193976,F,74,24.4,16.7
IIWI,5/20/2015,259116,2193976,M,82,28.5,21
OMAO,5/28/2013,259116,2193976,M,NA,NA,55.6
OMAO,3/15/2013,259116,2193976,M,104,15.5,55.6
OMAO,3/15/2013,259116,2193976,M,95,14.4,49.8
OMAO,5/18/2014,259116,2193976,M,102,16,49.3
OMAO,4/24/2013,259116,2193976,M,NA,NA,49.3
OMAO,3/16/2013,259116,2193976,M,104,14.6,49.3
OMAO,4/12/2013,259116,2193976,M,99,16.3,48.4
OMAO,5/8/2013,259116,2193976,M,103,14.3,52.1
OMAO,5/8/2013,259116,2193976,M,96,14.2,45.2
OMAO,5/23/2013,259116,2193976,M,105,16.2,51.5
OMAO,5/28/2013,259116,2193976,M,101,16.6,51.4
OMAO,3/6/2014,259116,2193976,M,98,16.3,51.3
OMAO,4/6/2014,259116,2193976,M,101,16.3,49
HAAM,5/18/2014,259116,2193976,M,65,14.7,12.8
HAAM,4/1/2013,259116,2193976,M,NA,NA,12.8
HAAM,3/30/2013,259116,2193976,M,NA,NA,12.8
HAAM,3/1/2013,259116,2193976,M,66,14.1,12.8
HCRE,2/27/2016,259116,2193976,M,66,14.8,14.3
HCRE,3/28/2015,259116,2193976,M,65,13.2,14.3
APAP,2/27/2015,259116,2193976,F,72,17.1,15.9
APAP,2/27/2015,259116,2193976,M,73,18.1,16.2
HAAM,4/28/2015,259116,2193976,M,59,15.3,13.1
HAAM,4/22/2015,259116,2193976,M,60,14.7,13.1
HAAM,2/27/2015,259116,2193976,M,62,15.8,12.6
APAP,3/2/2015,259116,2193976,M,77,18.2,15.7
APAP,3/2/2015,259116,2193976,M,75,16.9,14.7
APAP,3/2/2015,259116,2193976,F,68,16.9,13.1
APAP,3/2/2015,259116,2193976,F,72,15.3,13.9
HAEL,5/24/2016,259116,2193976,F,68,12.6,NA
HAEL,4/19/2016,259116,2193976,F,68,13.1,NA
HCRE,3/28/2015,259116,2193976,M,68,13.7,15.4
HCRE,3/2/2015,259116,2193976,M,69,14.2,15.4
APAP,3/2/2015,259116,2193976,M,77,17.7,14.4
HAAM,3/11/2015,259116,2193976,M,67,15.8,13.4
HAAM,3/15/2015,259116,2193976,F,62,13.2,11.9
HAAM,3/11/2015,259116,2193976,F,62,14,11.9
APAP,3/22/2016,259116,2193976,F,71,15.9,14.6
APAP,3/11/2015,259116,2193976,F,73,16.4,14.6
HAAM,4/19/2016,259116,2193976,M,62,15.3,12.5
HAAM,9/4/2015,259116,2193976,M,63,14.9,12.5
HAAM,5/6/2015,259116,2193976,M,62,13.8,12.5
HAAM,3/11/2015,259116,2193976,M,62,13.6,12.5
APAP,3/11/2015,259116,2193976,M,75,17.1,NA
APAP,3/24/2015,259116,2193976,F,69,17.3,14.1
APAP,3/11/2015,259116,2193976,F,68,18,14.1
APAP,3/11/2015,259116,2193976,M,76,18.3,14.9
HAAM,5/9/2015,259116,2193976,M,64,15.2,13.1
HAAM,3/15/2015,259116,2193976,F,64,14,15.4
APAP,3/15/2015,259116,2193976,M,75,17.8,13.3
APAP,3/24/2015,259116,2193976,F,71,16.7,13.5
HAEL,4/10/2015,259116,2193976,F,71,12,NA
HAEL,3/24/2015,259116,2193976,F,71,13.6,NA
HAAM,3/24/2015,259116,2193976,M,66,16.1,15.2
APAP,3/24/2015,259116,2193976,M,75,17,15.9
APAP,3/24/2015,259116,2193976,M,74,18.2,16.1
HAAM,3/24/2015,259116,2193976,M,62,16.2,13.2
HAAM,2/24/2016,259116,2193976,M,79,17.4,16.5
APAP,3/24/2015,259116,2193976,M,76,18.1,16.5
HAEL,3/24/2015,259116,2193976,F,67,12,NA
HAAM,2/16/2012,259116,2193976,M,61,13.4,NA
HAAM,3/11/2015,259116,2193976,M,63,15.9,12.1
HAAM,4/1/2013,259116,2193976,M,NA,NA,12.1
HAAM,3/15/2013,259116,2193976,M,62,14,12.1
HAAM,2/17/2012,259116,2193976,M,63,13.5,12.1
HCRE,3/15/2013,259116,2193976,M,65,14.2,14.4
HCRE,2/23/2012,259116,2193976,M,66,13,14.4
HAAM,6/26/2013,259116,2193976,M,NA,NA,13.9
HAAM,4/24/2013,259116,2193976,M,NA,NA,13.9
HAAM,3/30/2013,259116,2193976,M,NA,NA,13.9
HAAM,3/15/2013,259116,2193976,M,NA,NA,13.9
HAAM,3/1/2013,259116,2193976,M,66,14.5,13.9
HAAM,2/23/2012,259116,2193976,M,67,14.8,13.9
HAAM,3/6/2012,259116,2193976,M,67,NA,14.8
HAAM,2/23/2012,259116,2193976,M,66,14.3,14.8
HAAM,2/12/2014,259116,2193976,F,66,13.9,12.2
HAAM,4/12/2013,259116,2193976,F,64,13.1,12.2
HAAM,2/23/2012,259116,2193976,F,64,12.4,12.2
APAP,2/23/2012,259116,2193976,F,68,16.3,16
HAAM,2/23/2012,259116,2193976,M,60,13.2,NA
APAP,2/24/2012,259116,2193976,F,70,15.4,15.1
APAP,2/24/2012,259116,2193976,M,72,17.4,15.8
HAAM,2/24/2012,259116,2193976,M,65,14.1,15
HAAM,2/24/2012,259116,2193976,M,66,15.1,14.2
HAAM,4/10/2015,259116,2193976,M,66,14.5,12.5
HAAM,3/15/2015,259116,2193976,M,66,15,12.5
HAAM,5/23/2013,259116,2193976,M,NA,NA,12.5
HAAM,3/30/2013,259116,2193976,M,66,14.9,12.5
HAAM,3/6/2012,259116,2193976,M,66,15.1,12.5
HAAM,3/6/2012,259116,2193976,F,64,12.9,13.8
APAP,4/26/2015,259116,2193976,M,75,18.1,14.4
APAP,3/24/2015,259116,2193976,M,78,18.3,14.4
APAP,3/11/2014,259116,2193976,M,75,17.7,14.4
APAP,3/15/2013,259116,2193976,M,75,17.6,14.4
APAP,3/2/2013,259116,2193976,M,75,17.7,14.4
APAP,3/27/2012,259116,2193976,M,76,17.4,14.4
APAP,3/27/2012,259116,2193976,F,70,16.5,14.3
HAEL,5/20/2015,259116,2193976,M,76,14.1,NA
HAEL,3/6/2014,259116,2193976,M,77,15.3,NA
HAEL,7/20/2012,259116,2193976,M,NA,NA,NA
HAEL,3/28/2012,259116,2193976,M,75,11.5,NA
APAP,4/24/2013,259116,2193976,F,70,16.8,11.2
APAP,3/28/2012,259116,2193976,F,68,16.1,11.2
HAAM,3/28/2012,259116,2193976,M,62,13.6,NA
APAP,3/28/2012,259116,2193976,M,75,16.8,14.3
HAAM,3/30/2013,259116,2193976,M,66,14.3,12.7
HAAM,3/28/2012,259116,2193976,M,64,14.4,12.7
HAAK,3/15/2013,259116,2193976,M,62,10.5,NA
HAAK,3/28/2012,259116,2193976,M,60,10.3,NA
HAAM,3/2/2015,259116,2193976,M,68,15.4,13.9
HAAM,4/21/2014,259116,2193976,M,66,14.9,13.9
HAAM,4/6/2014,259116,2193976,M,66,14.7,13.9
HAAM,3/11/2014,259116,2193976,M,66,15,13.9
HAAM,2/26/2014,259116,2193976,M,66,14.9,13.9
HAAM,5/23/2013,259116,2193976,M,NA,NA,13.9
HAAM,3/30/2013,259116,2193976,M,NA,NA,13.9
HAAM,3/27/2013,259116,2193976,M,NA,NA,13.9
HAAM,3/2/2013,259116,2193976,M,67,14.8,13.9
HAAM,3/28/2012,259116,2193976,M,61,14.1,13.9
IIWI,4/10/2015,259116,2193976,M,83,28.6,19.6
IIWI,3/24/2015,259116,2193976,M,83,28.7,19.6
IIWI,3/2/2013,259116,2193976,M,85,27.3,19.6
IIWI,5/9/2015,259116,2193976,M,80,29.4,17.9
IIWI,3/24/2015,259116,2193976,M,77,28.8,17.9
IIWI,3/15/2015,259116,2193976,M,81,28.5,17.9
IIWI,2/12/2014,259116,2193976,M,81,28.8,17.9
IIWI,3/15/2013,259116,2193976,M,76,28.3,17.9
IIWI,3/24/2015,259116,2193976,M,79,27.8,17.6
IIWI,3/11/2015,259116,2193976,M,81,29,17.6
IIWI,3/15/2013,259116,2193976,M,77,28.5,NA
IIWI,5/28/2013,259116,2193976,F,NA,NA,21.2
IIWI,4/12/2013,259116,2193976,M,NA,NA,21.2
IIWI,3/15/2013,259116,2193976,M,79,27.3,21.2
IIWI,3/27/2013,259116,2193976,M,80,28.5,NA
IIWI,3/30/2013,259116,2193976,M,79,28.4,19.2
IIWI,4/1/2013,259116,2193976,F,78,25,20.7
IIWI,5/28/2013,259116,2193976,F,NA,NA,17.3
IIWI,4/1/2013,259116,2193976,F,73,25.5,17.3
IIWI,5/26/2015,259116,2193976,M,82,28.6,18.3
IIWI,2/14/2016,259116,2193976,F,74,26,19.6
APAP,2/14/2016,259116,2193976,M,78,18.6,18
IIWI,2/14/2016,259116,2193976,F,62,22.5,NA
IIWI,4/6/2014,259116,2193976,M,81,27.3,19.6
IIWI,4/28/2013,259116,2193976,M,NA,NA,19.6
IIWI,3/1/2013,259116,2193976,M,80,26.9,19.6
IIWI,3/1/2013,259116,2193976,F,73,23.6,NA
IIWI,4/21/2014,259116,2193976,M,80,NA,17.8
IIWI,3/27/2013,259116,2193976,M,NA,NA,17.8
IIWI,3/1/2013,259116,2193976,M,81,27.1,17.8
IIWI,3/1/2013,259116,2193976,M,72,28.7,NA
IIWI,3/16/2016,259116,2193976,M,81,28.5,19.7
IIWI,5/20/2015,259116,2193976,M,81,29.9,19.7
IIWI,3/11/2014,259116,2193976,M,81,27.4,19.7
IIWI,2/12/2014,259116,2193976,M,82,28.1,19.7
IIWI,3/1/2013,259116,2193976,M,81,28.1,19.7
IIWI,4/10/2015,259116,2193976,M,80,29.9,18.2
IIWI,2/27/2015,259116,2193976,M,82,28.1,18.2
IIWI,4/12/2013,259116,2193976,M,NA,NA,18.2
IIWI,4/10/2013,259116,2193976,M,NA,NA,18.2
IIWI,3/2/2013,259116,2193976,M,81,27.7,18.2
IIWI,2/27/2015,259116,2193976,M,84,27.6,19.5
IIWI,4/10/2013,259116,2193976,M,81,27.8,19.5
IIWI,2/12/2015,259116,2193976,M,79,27.6,20.9
IIWI,4/10/2013,259116,2193976,M,79,27.8,20.9
IIWI,4/10/2013,259116,2193976,M,78,27,19.6
IIWI,4/10/2013,259116,2193976,F,75,25.7,16
IIWI,3/28/2015,259116,2193976,F,78,25.4,15
IIWI,4/21/2014,259116,2193976,F,78,24.5,15
IIWI,4/12/2013,259116,2193976,F,80,24.4,15
IIWI,4/22/2015,259116,2193976,F,76,26,16.8
IIWI,4/12/2013,259116,2193976,F,75,25.6,16.8
IIWI,4/12/2013,259116,2193976,M,80,27.8,20.5
IIWI,4/12/2013,259116,2193976,F,73,24.2,15.1
IIWI,4/24/2013,259116,2193976,F,76,24.9,18.4
IIWI,4/28/2013,259116,2193976,M,72,24.9,20.1
IIWI,4/28/2015,259116,2193976,M,85,27.5,19.5
IIWI,3/24/2015,259116,2193976,M,84,28,19.5
IIWI,2/27/2015,259116,2193976,M,84,28.4,19.5
IIWI,4/6/2014,259116,2193976,M,83,26.8,19.5
IIWI,4/28/2013,259116,2193976,M,81,26.5,19.5
IIWI,2/24/2015,259116,2193976,M,80,29.1,18.8
IIWI,2/26/2014,259116,2193976,M,81,28.8,18.8
IIWI,4/28/2013,259116,2193976,F,NA,25.7,17.2
IIWI,4/21/2016,259116,2193976,M,83,28,NA
IIWI,2/27/2015,259116,2193976,M,84,29,NA
IIWI,2/27/2015,259116,2193976,M,74,27.5,18.6
IIWI,3/2/2015,259116,2193976,M,81,30.3,19.2
IIWI,3/2/2015,259116,2193976,F,78,25.6,15.4
IIWI,3/22/2016,259116,2193976,M,81,29.2,19
IIWI,5/20/2015,259116,2193976,M,82,30.2,19
IIWI,3/15/2015,259116,2193976,M,83,29.4,19
IIWI,3/2/2015,259116,2193976,M,83,28.9,19
IIWI,3/2/2015,259116,2193976,M,79,27,NA
IIWI,3/15/2015,259116,2193976,F,77,26.5,16.1
IIWI,3/11/2015,259116,2193976,F,77,27.2,16.1
IIWI,4/10/2015,259116,2193976,M,79,28.5,19.5
IIWI,3/11/2015,259116,2193976,M,80,28,19.5
IIWI,3/15/2015,259116,2193976,F,76,15.5,18.1
IIWI,3/15/2015,259116,2193976,F,76,25,14.3
IIWI,4/19/2016,259116,2193976,M,80,27.6,18.4
IIWI,3/15/2015,259116,2193976,M,78,27.5,18.4
IIWI,3/28/2015,259116,2193976,M,81,29.6,20.6
IIWI,3/24/2015,259116,2193976,M,81,29.9,20.6
IIWI,3/22/2016,259116,2193976,M,80,27.6,17.7
IIWI,3/24/2015,259116,2193976,M,80,27.5,17.7
HAAM,4/2/2014,259116,2193976,F,64,12.4,12.8
HAAM,3/1/2013,259116,2193976,F,65,12.9,12.8
APAP,3/1/2013,259116,2193976,M,77,17.7,15.7
HAAM,3/1/2013,259116,2193976,M,62,13.9,NA
APAP,5/20/2015,259116,2193976,F,70,16.5,13.1
APAP,3/2/2013,259116,2193976,F,70,15.8,13.1
APAP,3/2/2013,259116,2193976,M,76,17.3,NA
APAP,3/24/2015,259116,2193976,M,78,17.5,16.1
APAP,3/2/2013,259116,2193976,M,75,17.5,16.1
APAP,2/24/2015,259116,2193976,M,79,17.3,17.8
APAP,3/2/2013,259116,2193976,M,77,17.4,17.8
APAP,3/2/2013,259116,2193976,F,73,17.2,16.9
APAP,3/2/2013,259116,2193976,F,70,16.3,15.7
APAP,3/2/2013,259116,2193976,M,75,17.4,15.3
HAAM,3/2/2013,259116,2193976,F,60,13.5,NA
APAP,3/2/2013,259116,2193976,F,70,16.5,15.6
APAP,3/2/2013,259116,2193976,M,78,17.1,15.4
APAP,3/2/2013,259116,2193976,F,74,16.7,15.5
HAAM,5/26/2015,259116,2193976,F,62,14.4,12.3
HAAM,5/20/2015,259116,2193976,F,60,13.7,12.3
HAAM,3/28/2015,259116,2193976,F,62,13.7,12.3
HAEL,5/6/2016,259116,2193976,M,78,12.7,NA
HAEL,3/22/2016,259116,2193976,M,76,13.6,NA
HAEL,2/27/2015,259116,2193976,F,76,13.3,NA
HAEL,5/8/2013,259116,2193976,F,74,12.3,NA
HAEL,7/20/2012,259116,2193976,F,70,11.7,NA
HAAM,5/26/2015,259116,2193976,M,66,15.2,13.4
HAAM,4/10/2015,259116,2193976,M,66,14.5,13.4
HAAM,3/11/2015,259116,2193976,M,66,14.5,13.4
HAAM,3/6/2014,259116,2193976,M,65,14.2,13.4
HAAM,3/2/2013,259116,2193976,M,68,13.1,13.4
HAAM,7/20/2012,259116,2193976,M,65,12.1,13.4
HAEL,5/10/2014,259116,2193976,F,72,12.3,14.5
HAEL,7/20/2012,259116,2193976,F,72,10.4,14.5
APAP,4/28/2013,259116,2193976,M,69,16.9,14.7
APAP,4/28/2013,259116,2193976,F,64,15.6,13.7
HAEL,4/28/2015,259116,2193976,F,72,13.1,NA
HAEL,4/28/2013,259116,2193976,F,NA,NA,NA
HAEL,4/12/2013,259116,2193976,F,72,12.1,NA
APAP,4/24/2013,259116,2193976,M,71,16.8,15.9
HCRE,4/24/2013,259116,2193976,F,59,13,15
HAAM,3/28/2012,259116,2193976,F,63,12.9,12.2
HAAK,2/24/2016,259116,2193976,M,60,11.6,NA
HAAK,3/24/2016,259116,2193976,M,60,12.2,NA
HAAK,3/16/2016,259116,2193976,M,60,12,NA
HAAK,4/19/2016,259116,2193976,F,58,11.4,10.2
HAAK,4/11/2016,259116,2193976,M,62,12.4,NA
HAAK,3/22/2016,259116,2193976,M,62,11.7,NA
HAAK,3/28/2015,259116,2193976,M,62,11.1,NA
HAAK,5/20/2015,259116,2193976,F,51,11.4,NA
HAAK,5/26/2015,259116,2193976,M,60,11.6,11.1
HAAK,4/10/2015,259116,2193976,M,60,12,11.1
HAAK,3/16/2016,259116,2193976,F,56,11.2,NA
HAAK,2/14/2016,259116,2193976,M,60,11.3,NA
HAAK,5/23/2015,259116,2193976,M,60,11.8,NA
HAAK,4/24/2013,259116,2193976,M,64,11.4,NA
HCRE,7/2/2015,259116,2193976,M,61,11.6,17.8
HCRE,2/12/2014,259116,2193976,F,62,13.1,17.8
HAAM,3/22/2016,259116,2193976,M,66,15.4,13.8
HAAM,5/26/2015,259116,2193976,M,65,17.3,13.8
HAAM,3/11/2015,259116,2193976,M,66,15.6,13.8
HAAM,2/12/2014,259116,2193976,M,66,15,13.8
HAEL,3/28/2015,259116,2193976,M,76,13.7,NA
HAEL,2/24/2015,259116,2193976,M,76,14.2,NA
HAAM,2/14/2016,259116,2193976,M,68,15.6,13.8
HAAM,2/12/2014,259116,2193976,M,68,15.2,13.8
HAEL,5/20/2015,259116,2193976,F,71,14.4,NA
HAEL,2/12/2014,259116,2193976,F,70,12.6,NA
HAAM,2/12/2014,259116,2193976,M,63,16.4,NA
APAP,2/26/2014,259116,2193976,F,67,16,13
HCRE,2/26/2014,259116,2193976,M,61,13.8,14.6
APAP,2/26/2014,259116,2193976,M,77,17.5,17.7
HAAM,4/10/2015,259116,2193976,F,62,14.4,12.2
HAAM,2/27/2015,259116,2193976,F,64,14.2,12.2
HAAM,4/19/2016,259116,2193976,M,67,15.1,13.4
HAAM,2/24/2016,259116,2193976,M,68,14.7,13.4
HAAM,2/24/2016,259116,2193976,M,68,15.6,13.4
HAAM,5/23/2015,259116,2193976,M,67,15.7,13.4
HAAM,5/9/2015,259116,2193976,M,68,15.8,13.4
HAAM,4/26/2015,259116,2193976,M,66,15.2,13.4
HAAM,4/10/2015,259116,2193976,M,67,15.5,13.4
HAAM,3/28/2015,259116,2193976,M,67,15.5,13.4
HAAM,3/15/2015,259116,2193976,M,68,15.8,13.4
HAAM,3/11/2015,259116,2193976,M,68,14.8,13.4
HAAM,3/2/2015,259116,2193976,M,68,14.6,13.4
HAAM,2/27/2015,259116,2193976,M,67,14.8,13.4
HAAM,5/2/2014,259116,2193976,M,NA,14.1,13.4
HAAM,4/21/2014,259116,2193976,M,65,14.5,13.4
HAAM,2/26/2014,259116,2193976,M,66,14.8,13.4
HAAM,3/6/2014,259116,2193976,F,60,13.5,NA
HAAM,7/21/2015,259116,2193976,M,68,15.4,13.2
HAAM,5/26/2015,259116,2193976,M,67,16.4,13.2
HAAM,5/6/2015,259116,2193976,M,67,15.5,13.2
HAAM,3/11/2015,259116,2193976,M,68,15.8,13.2
HAAM,3/2/2015,259116,2193976,M,68,16.1,13.2
HAAM,3/6/2014,259116,2193976,M,68,15.3,13.2
APAP,4/10/2015,259116,2193976,M,78,17.7,15.6
APAP,3/6/2014,259116,2193976,M,77,18.7,15.6
APAP,5/6/2015,259116,2193976,M,73,16.6,15.2
APAP,5/6/2015,259116,2193976,M,76,18.6,14.5
APAP,3/6/2014,259116,2193976,M,77,17.4,14.5
HCRE,3/11/2015,259116,2193976,M,66,13.4,NA
HAEL,3/15/2013,259116,2193976,M,75,13.2,NA
HAEL,3/11/2014,259116,2193976,F,71,13.1,14.3
HAEL,5/8/2013,259116,2193976,F,NA,NA,14.3
HAEL,3/15/2013,259116,2193976,F,71,11.7,14.3
APAP,3/15/2013,259116,2193976,M,74,17.7,17.4
APAP,3/16/2013,259116,2193976,F,70,16,16.1
HAAM,3/20/2014,259116,2193976,M,60,15,12.6
HAAM,3/16/2013,259116,2193976,M,66,15,12.6
APAP,3/16/2013,259116,2193976,M,70,16.8,15.7
APAP,3/16/2013,259116,2193976,M,76,17.2,16.5
HAEL,3/27/2013,259116,2193976,M,78,13.8,NA
HCRE,3/27/2013,259116,2193976,M,65,13.1,15
HCRE,3/27/2013,259116,2193976,F,62,13.4,15.2
APAP,3/27/2013,259116,2193976,M,73,16.5,17
HAAM,2/27/2015,259116,2193976,F,61,14.4,13.2
HAAM,3/30/2013,259116,2193976,F,61,13.5,13.2
HAEL,3/30/2013,259116,2193976,M,79,11.8,NA
HAAM,4/12/2013,259116,2193976,F,NA,NA,14.4
HAAM,3/30/2013,259116,2193976,F,66,13.2,14.4
HAAM,3/30/2013,259116,2193976,F,NA,NA,14.4
HAAM,3/30/2013,259116,2193976,M,60,14.5,14.3
APAP,3/30/2013,259116,2193976,M,76,16.6,14.9
HAEL,3/30/2013,259116,2193976,F,71,11.4,NA
HAAM,9/4/2015,259116,2193976,M,65,14.7,12.9
HAAM,4/26/2015,259116,2193976,M,65,15.3,12.9
HAAM,3/11/2015,259116,2193976,M,66,15.2,12.9
HAAM,3/6/2014,259116,2193976,M,64,15.7,12.9
HAAM,5/28/2013,259116,2193976,M,NA,NA,12.9
HAAM,3/30/2013,259116,2193976,M,65,15.2,12.9
HCRE,4/1/2013,259116,2193976,M,68,14.4,14.5
HAAM,4/11/2016,259116,2193976,F,63,13.7,12.7
HAAM,3/24/2015,259116,2193976,F,66,14,12.7
HAAM,4/6/2014,259116,2193976,F,63,13.5,12.7
HAAM,4/24/2013,259116,2193976,F,NA,NA,12.7
HAAM,4/1/2013,259116,2193976,F,65,13.6,12.7
HAAM,5/2/2016,259116,2193976,M,67,14.6,13.5
HAAM,4/21/2016,259116,2193976,M,67,15.9,13.5
HAAM,4/11/2016,259116,2193976,M,67,16.2,13.5
HAAM,4/10/2013,259116,2193976,M,68,16,13.5
HAAM,4/19/2016,259116,2193976,F,63,14.4,12.4
HAAM,4/11/2016,259116,2193976,F,63,13,12.4
HAAM,4/10/2013,259116,2193976,F,62,13,12.4
HCRE,2/27/2016,259116,2193976,M,64,13.4,14.2
HCRE,5/26/2015,259116,2193976,M,64,14.1,14.2
HCRE,4/2/2014,259116,2193976,M,64,14.2,14.2
HCRE,5/8/2013,259116,2193976,M,NA,NA,14.2
HAEL,3/11/2015,259116,2193976,F,70,13.4,NA
HAEL,5/10/2014,259116,2193976,F,68,13.4,NA
APAP,4/10/2013,259116,2193976,F,70,16.3,13.3
HCRE,5/8/2013,259116,2193976,M,65,12.8,14.8
HCRE,4/19/2016,259116,2193976,M,67,14,NA
APAP,5/8/2013,259116,2193976,F,72,16.1,11.8
HAEL,5/6/2015,259116,2193976,F,74,13,15
HAEL,4/28/2015,259116,2193976,F,73,11.6,15
HAEL,5/8/2013,259116,2193976,F,74,12.7,15
HAAM,5/20/2015,259116,2193976,F,65,14.6,13.2
HAAM,5/8/2013,259116,2193976,F,64,13,13.2
HAAM,5/8/2013,259116,2193976,F,61,13.5,12.1
HAAM,5/23/2013,259116,2193976,M,64,14.5,12.8
HAAM,2/27/2015,259116,2193976,F,63,13.8,14.5
HAAM,5/23/2013,259116,2193976,F,63,13.7,14.5
HAAM,5/23/2013,259116,2193976,F,60,12.9,NA
HAEL,4/11/2016,259116,2193976,M,76,13.1,16
HAEL,5/23/2013,259116,2193976,M,74,10.4,16
